ime,category
chiller,hair-raiser
entombment,burial
"Canis familiaris",dog
"squirt gun","water pistol"
ensemble,"corps de ballet"
"Calamus australis","lawyer cane"
"article of clothing",clothing
flagpole,"range pole"
fieldsman,fielder
"blade bit","fishtail bit"
"flowering crab","Bechtel crab"
"flowering crab","Southern crab apple"
needlefish,pipefish
"psychedelic drug",hallucinogen
"Polyborus plancus",carancha
"fire marshal","fire chief"
"curb bit",curb
tocology,obstetrics
eventide,evening
recovery,convalescence
flaming,fire
"sodium bichromate","sodium dichromate"
"personal organizer","personal digital assistant"
vapidity,jejunity
conidiospore,conidium
"hairy lip fern","wooly lip fern"
rubbing,friction
"breathing in",inhalation
"kettle of fish",fix
"Seidlitz powders","Seidlitz powder"
turquoise,"greenish blue"
"synthetic heroin",methadone
"Larix russica","Siberian larch"
"rein orchis","rein orchid"
"intelligence service",intelligence
spermatocide,spermicide
legateship,legation
shammy,chamois
"renal calculus","kidney stone"
"carboxyl group",carboxyl
"mandibular bone","lower jaw"
radiothorium,thorium-228
summit,acme
summit,peak
cubitus,elbow
"Chrysanthemum ptarmiciflorum","dusty miller"
pulsing,pulsation
"physiological reaction",reflex
"penny bank","piggy bank"
crosspiece,trave
"restless legs","restless legs syndrome"
"black hemlock","mountain hemlock"
facelift,"face lift"
elmwood,elm
ptomain,ptomaine
antimicrobic,disinfectant
"ribbon grass","reed canary grass"
behaviour,behavior
behaviour,demeanor
"communication equipment","communication system"
"Allium schoenoprasum",chives
waistline,waist
"carinate bird",carinate
confrere,colleague
pirozhki,pirogi
acknowledgment,recognition
acknowledgment,citation
"field horsetail","common horsetail"
presumptuousness,presumption
rubbish,folderol
"vena anastomotica","anastomotic vein"
interloper,intruder
"Polystichum lonchitis","northern holly fern"
"macadamia tree",macadamia
"Lynx canadensis","Canada lynx"
smoker,"stag party"
"convolution of Broca","Broca's area"
"cranberry tree","guelder rose"
"cranberry tree","cranberry bush"
"rush nut",chufa
"smoothhound shark",smoothhound
aepyornis,"elephant bird"
"Macrotyloma uniflorum","horse gram"
"poke bonnet",bonnet
flashcard,"flash card"
tallis,"prayer shawl"
salacity,obscenity
ousel,blackbird
"Leucothoe racemosa","sweet bells"
"ginger nut",gingersnap
"Lunda cirrhata","tufted puffin"
"Holy Roman Emperor Frederick II","Frederick II"
by-line,avocation
"axe head","ax head"
"collective agreement","labor contract"
cohune,"cohune palm"
chin-up,pull-up
exercise,use
brownout,blackout
"end point",resultant
"Lactuca serriola","prickly lettuce"
"potential difference","electric potential"
"Atropa belladonna",belladonna
"Chamaeleo oweni","horned chameleon"
"naive art","outsider art"
tonne,"metric ton"
"travel kit","toilet kit"
"green-winged teal",greenwing
"Salvia spathacea","pitcher sage"
"corpus mamillare","mamillary body"
prole,proletarian
"European field elm","smooth-leaved elm"
"soda ash","sodium carbonate"
spindleberry,"spindle tree"
farawayness,farness
"Chrysanthemum leucanthemum","oxeye daisy"
"prairie anemone","American pasqueflower"
"Haplopappus spinulosus","yellow spiny daisy"
"lion monkey",tamarin
"Eupatorium maculatum","Joe-Pye weed"
"transfer of training",transfer
"racial extermination",genocide
icing,frost
icing,frosting
proof,validation
parterre,"parquet circle"
shindy,shindig
"arteria ovarica","ovarian artery"
breakstone,saxifrage
scuttle,hatchway
"Hypericum calycinum","creeping St John's wort"
"flying opossum","flying phalanger"
shiner,"common mackerel"
self-torment,self-torture
corrasion,abrasion
"splash guard",mudguard
"duty assignment",assignment
tonus,tonicity
"Asparagus officinales",asparagus
"respiratory disorder","respiratory disease"
thrower,throwster
thrower,potter
airscrew,"airplane propeller"
"guard dog",watchdog
"early morel","Verpa bohemica"
"face towel","hand towel"
"evening gown","dinner dress"
espial,detection
"field hand",farmhand
"all arounder",all-rounder
"Rhus trilobata",squawbush
"Parus bicolor","tufted titmouse"
"coin collection",numismatics
"little ebony spleenwort","black-stem spleenwort"
"Amaryllis belladonna","belladonna lily"
interruption,pause
"Dryopteris oreades","mountain male fern"
"riding lamp","anchor light"
"Veronicastrum virginicum","Culver's root"
"perfect pitch","absolute pitch"
"cold shoulder",snub
savannah,savanna
"Taurotragus oryx","common eland"
"engineering science",engineering
underbodice,camisole
dolour,dolor
pessary,diaphragm
remilitarisation,remilitarization
koine,"lingua franca"
driveller,dribbler
malefactor,criminal
towner,townsman
laniard,lanyard
"Brassica oleracea capitata","head cabbage"
petition,request
petition,prayer
filbert,cobnut
filbert,hazelnut
honeysuckle,"meeting house"
flouter,scoffer
"bull pine",ponderosa
"coin collecting",numismatics
felo-de-se,suicide
"instantaneous sound pressure","sound pressure"
suddenness,abruptness
"blackcap raspberry","black raspberry"
"crown of thorns",cross
palaeoecology,paleoecology
tonic,pop
"John Van Vleck","Van Vleck"
"Eumeces callicephalus","mountain skink"
"dwarf elder","bristly sarsaparilla"
gunnel,gunwale
"Cheilanthes eatonii","southwestern lip fern"
gunner,artilleryman
"blood stream",bloodstream
"hasty defence","hasty defense"
raising,elevation
raising,breeding
"crested wheat grass","crested wheatgrass"
staleness,triteness
"oxybutyric acid","hydroxybutyric acid"
"teres muscle",teres
"auto race","automobile race"
"decoction mashing","decoction process"
baranduki,baronduki
"Bouviers des Flandres","Bouvier des Flandres"
"Menticirrhus undulatus",corbina
"Scaphiopus hammondii","western spadefoot"
"zonal pelargonium","fish geranium"
seigneury,seigniory
euglenophyte,euglenoid
"Salvia divinorum","Mexican mint"
self-reproof,self-reproach
"depressor nerve",depressor
nargileh,hookah
"the boot",boot
"electric automobile",electric
"billy goat",billy
"run-time error","semantic error"
"storage locker",cabinet
fledgling,newcomer
"romantic realism","Hudson River school"
fossilisation,fossilization
traitorousness,treason
"Mandevilla laxa","Chilean jasmine"
"Asclepias subverticillata","poison milkweed"
"Diapheromera femorata",diapheromera
"morning coat","swallow-tailed coat"
"PA system","public address system"
"polychete worm",polychaete
"colour blindness","color blindness"
"land tenure",tenure
"cash in hand",funds
shutdown,closure
"law of conservation of energy","conservation of energy"
"king salmon","chinook salmon"
"king salmon",chinook
gigue,jig
fetich,juju
fetich,fetish
panamica,"friendship plant"
"Maine lobster","American lobster"
"alpha foetoprotein","alpha fetoprotein"
"Olea europaea",olive
"long-neck clam","soft-shell clam"
"golf caddie",caddie
mountaineering,"mountain climbing"
"quite a little",batch
"brown oak","red beech"
"II Corinthians","Second Epistle of Paul the Apostle to the Corinthians"
"night blindness",nyctalopia
"acid-base balance","acid-base equilibrium"
"Xylaria mali","black root rot fungus"
"embroidery hoop",tambour
booger,bogeyman
melange,"odds and ends"
"Pollachius pollachius",pollack
"white aspen","white poplar"
panamiga,"friendship plant"
workout,exercise
"Scots heather",heather
"four-card monte",monte
"winter crookneck squash","winter crookneck"
pageantry,pageant
gigot,"leg of lamb"
"carambola tree",carambola
"socio-economic class",class
spreading,spread
spreading,dissemination
"Guevina avellana","Chilean nut"
lesion,wound
toothbrush,soup-strainer
"Crotalus viridis","prairie rattlesnake"
"slip carriage","slip coach"
"portrait painter",portraitist
horripilation,"pilomotor reflex"
promisor,promiser
ichor,pus
"black elder",bourtree
"Wimshurst machine","electrostatic generator"
"magnetic medium","magnetic storage medium"
lavatory,toilet
lavatory,washbasin
lavatory,"flush toilet"
"Scirpus acutus","hardstem bulrush"
"musculus obliquus externus abdominis","external oblique muscle"
"linear measure","linear unit"
honourableness,honorableness
slowcoach,plodder
lying-in,parturiency
"Physalis ixocarpa",tomatillo
captivation,fascination
"stagger head",dropline
"yellowish green","yellow green"
"physical exertion",exercise
embrocation,liniment
"running pop",love-in-a-mist
"hop clover","black medick"
"oesophageal reflux","gastroesophageal reflux"
"Helipterum manglesii","Swan River everlasting"
gene-splicing,"genetic engineering"
meadow,hayfield
stillbirth,"spontaneous abortion"
alleviation,relief
alleviation,easing
"dogwood tree",dogwood
"bank check",check
desalinization,desalination
"Riparia riparia","bank martin"
"lusus naturae",freak
"trucking rig","trailer truck"
"guenon monkey",guenon
pathway,"nerve pathway"
placidness,placidity
passionateness,passion
"spring cleavers",cleavers
"false witness",perjurer
"giant helleborine","stream orchid"
"metacarpal bone",metacarpal
"Bromus inermis","awnless bromegrass"
"Symphalangus syndactylus",siamang
finish,coating
finish,"stopping point"
finish,polish
finish,ending
adept,ace
"mental telepathist",telepathist
self-inductance,"coefficient of self induction"
origination,origin
origination,initiation
"rock rabbit","rock hyrax"
"rock rabbit",pika
"sea eagle",osprey
"civilian garb","civilian clothing"
"papillary tumour",papilloma
pollock,pollack
extravagancy,extravagance
"vena thyroidea","thyroid vein"
"change-of-pace ball",change-up
"camphor ball",mothball
"fixed-point part",mantissa
digitiser,digitizer
"vervet monkey",vervet
"American leishmaniasis","mucocutaneous leishmaniasis"
illation,inference
dethronement,deposition
"Pinus attenuata","knobcone pine"
rattlebox,crotalaria
bondmaid,bondwoman
"Quercus stellata","post oak"
snakeberry,"red baneberry"
"Przevalski's horse","Przewalski's horse"
picnic,"field day"
picnic,cinch
vinaigrette,"French dressing"
"health facility","medical building"
"Corylus americana","American hazel"
lanthanoid,"rare earth"
plotter,schemer
plotter,conspirator
savoring,tasting
hillock,knoll
sundown,sunset
"air letter","airmail letter"
"marten cat",marten
"card catalog","card index"
"Primula auricula",auricula
"department of local government","local department"
dismay,discouragement
dismay,alarm
daydreaming,reverie
"vesper mouse","white-footed mouse"
"experimental extinction",extinction
"cynipid gall wasp","gall wasp"
"Rolando's area","motor area"
"assembly line","production line"
"Panthera tigris",tiger
"external respiration",breathing
"tin plague","tin pest"
"Acheta assimilis","field cricket"
"Selaginella eremophila","desert selaginella"
"cabbage tree","cabbage palm"
"cabbage tree","cabbage bark"
"March 2","Texas Independence Day"
"disposal plant","sewage disposal plant"
"strawberry mark",strawberry
"Juncus tenuis","slender rush"
giblets,giblet
grille,wicket
grille,grill
"Abies venusta","Santa Lucia fir"
"oriental bittersweet","Japanese bittersweet"
"Morone americana","white perch"
breastbone,sternum
dripping,drip
"Emmanthe penduliflora","yellow bells"
loquacity,garrulity
"bog candles","bog rein orchid"
touch,contact
"Salix lasiolepis","arroyo willow"
diction,enunciation
diction,wording
"traveling bag",bag
racialism,racism
racialist,racist
"spot welder",spot-welder
"sex cell","reproductive cell"
timeliness,seasonableness
timeliness,opportuneness
"undivided right","undivided interest"
"arteria femoralis","femoral artery"
"ginger pop","ginger ale"
"anticonvulsant drug",anticonvulsant
hermaphroditism,androgyny
stock-take,stocktake
"electric power","electrical power"
"mustard tree","tree tobacco"
"mustard tree","toothbrush tree"
pickup,"tone arm"
pickup,cartridge
fabricator,storyteller
frenzy,craze
"shellbark hickory",shagbark
tough,"street fighter"
tough,hood
tough,bully
justice,judge
hagbut,arquebus
"flame flower",kniphofia
"pumpkin vine",pumpkin
"secret approval",connivance
"Heimlich manoeuvere","Heimlich maneuver"
burnoose,burnous
fostering,breeding
butt-weld,"butt weld"
commonness,coarseness
commonness,commonality
"milk tooth","primary tooth"
antique,old-timer
necromancy,sorcery
"Pezophaps solitaria",solitaire
rock-and-roll,"rock 'n' roll"
"Adansonia gregorii","cream-of-tartar tree"
mistiming,anachronism
"Collocalia inexpectata",swiftlet
"olive ridley","Pacific ridley"
suitableness,suitability
"Cercis occidentalis","western redbud"
"mountain laurel","California laurel"
"Valerianella olitoria","common corn salad"
"out-of-the-box thinking","divergent thinking"
showgirl,"chorus girl"
"Penstemon serrulatus","cascade penstemon"
"sound judgement",judgment
prejudgement,prejudgment
browning,toasting
mu-meson,muon
"sputum smear","lower respiratory tract smear"
"elevated railroad","elevated railway"
"Lathyrus maritimus","beach pea"
"Cygnus olor","mute swan"
"Quercus laurifolia","laurel oak"
easterly,"east wind"
necromania,necrophilia
mildness,gentleness
mildness,lenience
"Passer montanus","tree sparrow"
"caffer cat","kaffir cat"
"Rubus ursinus","western blackberry"
"associated state",protectorate
"Caucasoid race","White race"
"Hylobates lar",gibbon
pennon,pennant
technique,proficiency
churchman,cleric
"Hyla crucifer","spring peeper"
furor,fad
nonce,"time being"
attic,loft
megalocephaly,macrocephaly
hepatoflavin,"vitamin B2"
"sickle-cell disease","sickle-cell anemia"
chase,pursuit
ladies'-eardrop,lady's-eardrop
"plate tectonic theory",tectonics
prioress,abbess
effervescence,bubbliness
picket,lookout
charm,appeal
charm,spell
"board of education","school board"
charr,char
"tv room","television room"
begging,beggary
"Uma notata","fringe-toed lizard"
"upper limit",maximum
champ,champion
"common bird cherry","hagberry tree"
"white fox","Arctic fox"
phraseology,wording
dungaree,denim
navigation,seafaring
subsidiary,subordinate
subsidiary,"subsidiary company"
"pneumatic hammer","air hammer"
"method of least squares","least squares"
"nuclear fusion reaction",fusion
acetanilid,acetanilide
alidad,alidade
"President Van Buren","Van Buren"
oenophile,enophile
"Lygodium microphyllum","climbing maidenhair"
fluoridization,fluoridation
pickax,pick
"pool cue",cue
"Glechoma hederaceae","ground ivy"
distrustfulness,distrust
pulassan,pulasan
"Liatris punctata","dotted gayfeather"
"Dryopteris marginalis","marginal wood fern"
melancholiac,melancholic
snipping,snip
sideline,avocation
"woolly manzanita","downy manzanita"
"big bucks",pile
"Crataegus laevigata",whitethorn
"crazy weed",locoweed
endpoint,"end point"
"swamp locust","water locust"
"prime mover","first cause"
whatsis,doodad
"pit-run gravel","bank gravel"
"Hexagrammos decagrammus","kelp greenling"
"bola tie","bolo tie"
"house snake","milk snake"
"Raphicerus campestris",steenbok
"entrance hall",anteroom
furze,gorse
chair,professorship
chair,president
chair,"electric chair"
chain,range
forgoing,renunciation
"suede glove","kid glove"
"pitch blackness","total darkness"
"auditory tube","Eustachian tube"
rubber-necking,sightseeing
synaeresis,syneresis
"stirrup iron",stirrup
